,Entities,Labels,Position_Start,Position_End
11082,blymphocyte deficiency,DISEASE,9587,9609
11084,asthmatic,DISEASE,10034,10043
11097,elderly chronic disease,DISEASE,13335,13358
11099,congestion fever nausea cough,DISEASE,13383,13412
11100,death asthma,DISEASE,13438,13450
11102,neurological disease obesity immunodeficiency,DISEASE,13495,13540
11106,acute respiratory syndrome coronavirus sarscov recognized,DISEASE,34,91
11107,multisystemic disease,DISEASE,92,113
11108,respiratory gastrointestinal vascular system neurologic manifestation,DISEASE,160,229
11109,stroke anosmia ageusia,DISEASE,230,252
11110,covid delirium,DISEASE,296,310
11112,alertness impairment,DISEASE,404,424
11139,hyperactive hypoactive,DISEASE,4136,4158
11143,neurocognitive disorder,DISEASE,5066,5089
11146,viral syndrome,DISEASE,5263,5277
11147,fever myalgia headache,DISEASE,5291,5313
11148,delirium confusion impaired consciousness,DISEASE,5385,5426
11150,delirium delirium,DISEASE,5631,5648
11156,covid fall reduced mobility delirium,DISEASE,6313,6349
11168,impaired consciousness,DISEASE,7316,7338
11171,trauma sepsis,DISEASE,7477,7490
11173,delirium death,DISEASE,7765,7779
11174,infection aging delirium,DISEASE,8031,8055
11180,presenting manifestation infection,DISEASE,8655,8689
11182,delirium inflammation,DISEASE,8877,8898
11187,hypoactive delirium,DISEASE,9353,9372
11201,pandemic critically ill,DISEASE,254,277
11205,pulmonary microthrombosis,DISEASE,801,826
11207,acute respiratory syndrome coronavirus supplementary concept severe,DISEASE,1574,1641
11210,acute respiratory syndrome coronavirus sarscov article written english available translation narrative review editorial publication original data,DISEASE,2373,2518
11211,prostate testis,DISEASE,3605,3620
11212,alveolar edema,DISEASE,3844,3858
11214,pulmonary vasculature pulmonary thrombus,DISEASE,4090,4130
11216,covid microthrombi,DISEASE,4307,4325
11217,encephalitis,DISEASE,4370,4382
11218,andor meningitis,DISEASE,4411,4427
11219,hemorrhagic lesion,DISEASE,4455,4473
11222,thrombosis microthrombosis,DISEASE,4624,4650
11223,intravascular thrombus,DISEASE,4666,4688
11226,thrombosis dvt,DISEASE,4945,4959
11229,prostatic vein plexus thrombosis,DISEASE,5100,5132
11230,cutaneous coagulopathy,DISEASE,5176,5198
11232,pulmonary embolus,DISEASE,5492,5509
11234,pulmonary thrombus,DISEASE,5589,5607
11235,microvascular thrombus,DISEASE,5708,5730
11240,injury microthrombi,DISEASE,6083,6102
11241,covid intravascular microthrombosis,DISEASE,6218,6253
11245,nontraumatic,DISEASE,6450,6462
11246,pulmonary micro thrombosis,DISEASE,6490,6516
11248,interstitial edema,DISEASE,6813,6831
11249,deposition influenza lung intravascular thrombus,DISEASE,6927,6975
11250,pulmonary artery alveolar capillary patient covid hn group thrombus,DISEASE,6982,7049
11252,blood vessel increase,DISEASE,7235,7256
11260,microcirculatory dysfunction,DISEASE,8091,8119
11262,hypertension diabetes obesity cardiovascular disease,DISEASE,8202,8254
11264,covid survivor nonsurvivors,DISEASE,8587,8614
11275,lupus,DISEASE,9613,9618
11279,extrapulmonary microthrombi,DISEASE,9867,9894
11283,viral injury,DISEASE,10280,10292
11285,thrombotic complication,DISEASE,10494,10517
11290,covid common severe,DISEASE,10765,10784
11291,meningoencephalopathy,DISEASE,10808,10829
11292,low cardiac dysfunction arrhythmia,DISEASE,10841,10875
11300,andor thrombosis cardiac vein thrombosis,DISEASE,11882,11922
11304,stage disease critically ill,DISEASE,12814,12842
11315,acute respiratory syndrome coronavirus sarscov december wuhan china world shaking impact catastrophe,DISEASE,45,145
11316,death coronavirus disease,DISEASE,221,246
11317,cough fatigue myalgia gastrointestinal,DISEASE,305,343
11319,taste smell common,DISEASE,369,387
11320,cardiac complication,DISEASE,509,529
11322,cardiac injury acute respiratory distress syndrome,DISEASE,552,602
11325,sepsis shock,DISEASE,647,659
11332,catastrophic disease,DISEASE,1566,1586
11333,cough fever fatigue,DISEASE,2410,2429
11334,myalgia loss smell appetite gi,DISEASE,2436,2466
11336,primary secondary immunodeficiency disorder,DISEASE,2491,2534
11337,chronic disease drug use contact possible covid patient admission,DISEASE,2817,2882
11339,diabetes cardiovascular disease hypertension chronic disease,DISEASE,3654,3714
11340,thyroid respiratory neurologic disease,DISEASE,3721,3759
11346,myalgia fatigue dyspnea,DISEASE,4892,4915
11347,antibody active coronavirus infection,DISEASE,6637,6674
11357,infection chronic disease,DISEASE,207,232
11358,covid prior cardiovascular disease,DISEASE,251,285
11361,coronavirus outbreak deterioration cardiac function,DISEASE,439,490
11364,respiratory distress heart failure,DISEASE,917,951
11366,cardiac function disturbance,DISEASE,1304,1332
11372,lung impaired,DISEASE,1798,1811
11380,hypertension covid infection respiratory failure acute respiratory distress syndrome,DISEASE,2471,2555
11381,pulmonary vasoconstriction,DISEASE,2573,2599
11383,biventricular failure,DISEASE,2650,2671
11387,viral myocardial invasion,DISEASE,3319,3344
11388,acute respiratory distress syndrome coronavirus sarscov bind angiotensinconverting enzyme ace receptor help transmembrane protease serine tmprss facilitates viral entry cell ace tmprss,DISEASE,3352,3536
11389,heart course infection,DISEASE,3597,3619
11390,covid myocarditis,DISEASE,3725,3742
11393,myocardium myocardial infarction,DISEASE,4108,4140
11400,ventricular tachycardia pulseless,DISEASE,4520,4553
11401,rhythm abnormality,DISEASE,4625,4643
11405,malignant arrhythmia sepsis,DISEASE,5104,5131
11406,cardiac function deterioration,DISEASE,5204,5234
11408,coagulation disorder sepsis,DISEASE,5376,5403
11413,myocardial stressor multiple preexisting comorbidities,DISEASE,5727,5781
11415,hypertension arrhythmia diabetes obesity,DISEASE,5848,5888
11416,tumor necrosisalpha tnfα interleukin beta ilβ interleukin il galectin predict,DISEASE,5997,6074
11419,heart effect hyperinflammation,DISEASE,6276,6306
11439,macrovascular thrombus,DISEASE,7644,7666
11441,pulmonary venous thrombosis,DISEASE,7752,7779
11446,thromboembolism venous stasis,DISEASE,7954,7983
11447,injury ischemic cardiomyopathy,DISEASE,7996,8026
11478,ventricular failure,DISEASE,10695,10714
11493,preexisting impairment heart function multiple comorbid,DISEASE,11831,11886
11496,covid patient heart failure,DISEASE,12349,12376
11502,covid multiorgan dysfunction,DISEASE,12938,12966
11513,inhibitor increase vascular permeability,DISEASE,568,608
11516,thrombotic disorder,DISEASE,706,725
11517,avascular,DISEASE,960,969
11518,retinal venous diameter presence haemorrhage,DISEASE,1113,1157
11519,retinal vascularisation octa cohort patient covid found lower central retina vd superficial plexus relation,DISEASE,1205,1312
11521,retinal vascular plexus superficial capillary plexus scp deep capillary plexus dcp choriocapillaris octa triton us central wavelength nm ascans second detect motion contrast visualise blood flow,DISEASE,1387,1581
11527,diabetic retinopathy,DISEASE,2742,2762
11528,vascular disease retinopathy multiple myeloma hyperglobulinemia malignant hypertension,DISEASE,2770,2856
11529,abnormality haemorrhage,DISEASE,3765,3788
11532,epithelial detachment,DISEASE,6320,6341
11533,haemorrhage,DISEASE,6362,6373
11534,ischaemic area vascular dilatation,DISEASE,6519,6553
11535,abnormal organisation vessel detected careful consideration octa image observer sbg da maz control case group faz,DISEASE,6554,6667
11537,type microvascular angiopathy,DISEASE,8171,8200
11538,acute endothelial dysfunction,DISEASE,8212,8241
11539,cytokine tumour necrosis,DISEASE,8267,8291
11543,brain liver kidney increase,DISEASE,8457,8484
11547,thrombotic microangiopathy,DISEASE,8688,8714
11549,microvascular angiopathy,DISEASE,8914,8938
11550,neurological symptom illness female population study vd area female group generally lower male group different found,DISEASE,9964,10080
11552,plexus abnormality,DISEASE,10705,10723
11553,ischaemicneovascular disease,DISEASE,10802,10830
11554,covid persistent microvascular change,DISEASE,10873,10910
11555,insomnia memory impairment,DISEASE,11075,11101
11558,psychological functional impairment,DISEASE,11197,11232
11561,fatigue weakness anxiety,DISEASE,11349,11373
11562,chest imaging abnormality,DISEASE,11412,11437
11564,respiratory complication perfusion reduction acute sarscov infection,DISEASE,11616,11684
11565,longterm sequela virus organ correlate later symptom currently examined research paper pancreatic islet heart brain kidney case vd retina measured octa,DISEASE,11690,11841
11566,organ injury postcovid patient hekimsoy,DISEASE,11864,11903
11567,retinal perfusion idiopathic pulmonary arterial hypertension,DISEASE,11937,11997
11569,deficit suggestive microvascular occlusion,DISEASE,12259,12301
11570,major dysfunction,DISEASE,12313,12330
11571,retinal haemorrhage,DISEASE,12696,12715
11573,retinal microvascular abnormality postcovid patient especially moderate severe case detect progression reversibility vascular consequence conclusion study find persistently reduced vd retina month covid infection,DISEASE,13152,13364
11575,nosocomial hospitalacquired infection,DISEASE,43,80
11579,longterm disability,DISEASE,800,819
11583,drug resistance gramnegative bacterial isolates study focused icu study hais nepal neighbouring country include unit tertiarylevel facility,DISEASE,1095,1234
11587,communityacquired infection,DISEASE,1437,1464
11604,ventilatorassociated infection,DISEASE,4023,4053
11605,hypothermia,DISEASE,4141,4152
11606,cough d,DISEASE,4174,4181
11608,tachypnoea,DISEASE,4202,4212
11609,xray catheterassociated urinary tract infection,DISEASE,4292,4339
11611,costovertebral angle pain tenderness,DISEASE,4560,4596
11612,urinary urgency catheter e urinary frequency catheter f dysuria catheter patient urine culture specie organism identified bacterium cfuml ssi meet following criterion date event,DISEASE,4616,4793
11615,pain tenderness,DISEASE,5149,5164
11616,erythema heat,DISEASE,5184,5197
11621,type infection,DISEASE,6017,6031
11622,tuberculosis lung disease,DISEASE,7030,7055
11624,cais,DISEASE,7236,7240
11625,cais abscess perineal appendicular soft tissuefasiculitis,DISEASE,7925,7982
11627,cais n abscess,DISEASE,8032,8046
11633,gramnegative infection ssis,DISEASE,9114,9141
11636,postoperative complication,DISEASE,10181,10207
11637,postoperative infection,DISEASE,10285,10308
11644,séjour,DISEASE,12180,12186
11645,jours un risque fois plus élevé,DISEASE,12207,12238
11646,respiratory syndrome coronavirus sarscov outbreak,DISEASE,48,97
11650,anosmia ageusia diarrhea fatigue,DISEASE,823,855
11652,chronic medical illness cardiovascular cerebrovascular disease,DISEASE,1141,1203
11655,chronic disease parkinson disease,DISEASE,1450,1483
11656,parkinsonism,DISEASE,1487,1499
11663,respiratory muscle weakness,DISEASE,2017,2044
11664,abnormal posture determining respiratory muscle rigidity,DISEASE,2045,2101
11665,ventilator failure pneumonia,DISEASE,2140,2168
11668,parkinson disease,DISEASE,2482,2499
11671,movement disorder,DISEASE,2635,2652
11672,parkinson disease parkinsonism,DISEASE,2763,2793
11675,idiopathic pd vascular parkinsonism,DISEASE,3149,3184
11676,palsy psplike parkinsonism,DISEASE,3213,3239
11679,parkinsonian,DISEASE,3364,3376
11680,parkinsonism sample small,DISEASE,3395,3420
11683,worsening motor cognitive,DISEASE,4202,4227
11692,neurological disorder,DISEASE,5257,5278
11695,neurodegeneration,DISEASE,5367,5384
11697,myelopathy,DISEASE,5423,5433
11698,myasthenia gravis,DISEASE,5439,5456
11706,psplike parkinsonism,DISEASE,6038,6058
11715,diabetes type,DISEASE,6850,6863
11717,intermittent fever myalgia phariyngitis,DISEASE,6916,6955
11718,gbaassociated parkinson disease,DISEASE,6998,7029
11723,interstitial pneumonia respiratory difficulty,DISEASE,7270,7315
11725,osteoporosis,DISEASE,7441,7453
11727,intermittent fever,DISEASE,7572,7590
11729,gait impairment,DISEASE,7645,7660
11731,atrial fibrillation hypertension,DISEASE,7692,7724
11736,interstitial pneumonia dispnea reduction blood oxygenlevel detected arterial blood gas abg test needed treated oxygentherapy knowledge report cohort pd patient sarscov hospitalized rehabilitative unit provided unique opportunity test relationship pd,DISEASE,7894,8143
11739,bradykinesia,DISEASE,8289,8301
11747,infection parkinsonian,DISEASE,8985,9007
11749,dysphagia,DISEASE,9157,9166
11751,pharyngitis,DISEASE,9416,9427
11771,respiratory impairment bradykinesia rigidity,DISEASE,12206,12250
11773,covid disease infection,DISEASE,12390,12413
11774,amelia,DISEASE,12500,12506
11775,respiratory syndrome coronavirus sarscov infection,DISEASE,31,81
11777,upper respiratory tract illness,DISEASE,130,161
11778,viral pneumonia respiratory failure death,DISEASE,169,210
11789,death goicoechea,DISEASE,973,989
11790,respiratory digestive tract,DISEASE,1497,1524
11791,chest ct blood creactive protein crp complete blood count mhd patient patient natconfirmed covid,DISEASE,1554,1650
11798,cardiac cause acute onset specified week precipitating illness hypoxia,DISEASE,2685,2755
11803,cardiovascular disease diabetes mellitus chronic obstructive pulmonary disease tumor,DISEASE,3603,3687
11808,infection nonsurvivors,DISEASE,4227,4249
11809,diabetic nephropathy,DISEASE,4290,4310
11810,hypertensive kidney disease,DISEASE,4320,4347
11811,glomerulonephritis,DISEASE,4361,4379
11813,renal allograft dysfunction obstructive nephropathy urate nephropathy kidney cancer,DISEASE,4429,4512
11814,kidney injury kidney disease,DISEASE,4525,4553
11818,fever fatigue cough diarrhea,DISEASE,5036,5064
11823,groundglass,DISEASE,5300,5311
11824,cardiovascular disease diabetes mellitus copd tumor,DISEASE,5543,5594
11825,covid pandemic death,DISEASE,6334,6354
11829,lupus nephritis,DISEASE,7138,7153
11831,covid infection glomerulonephritis,DISEASE,7201,7235
11835,kidney injury glomerulonephritis,DISEASE,7460,7492
11838,impaired immune status,DISEASE,8062,8084
11841,acute illness predisposing chronic disease,DISEASE,8430,8472
11842,covid diagnosis nonsurvivors,DISEASE,8518,8546
11846,acute cardiac injury,DISEASE,9159,9179
11848,pulmonary injury,DISEASE,9239,9255
11851,arterial stiffness,DISEASE,9460,9478
11853,acute cardiac injury acute hepatic injury cerebrovascular event,DISEASE,9608,9671
11861,diabetic nephropathy hypertensive nephropathy malnutrition,DISEASE,10202,10260
11867,inflammation gastrointestinal tract roda gajendran petagna,DISEASE,106,164
11870,intestinal disease,DISEASE,885,903
11873,psychological dysfunction,DISEASE,1489,1514
11889,stress anxiety depression,DISEASE,3220,3245
11890,gutbrain,DISEASE,3498,3506
11891,behavioral mindfulnessbased stress reduction,DISEASE,3876,3920
11896,psychiatric diseasemedication,DISEASE,5174,5203
11897,irritable bowel syndrome,DISEASE,5204,5228
11902,disease moderate disease severe disease short,DISEASE,6701,6746
11907,paranoid ideation psychoticism,DISEASE,7617,7647
11914,inability draw blood unwillingness supply blood sample patient characterize inflammatory pattern cd patient compared level circulating cytokine measured multiplex elisa cohort cd patient n ¼ hcs n ¼ cohort detailed table line previous study martinezfierro cd patient demonstrated,DISEASE,11276,11555
11917,disease perception stress wellbeing unknown show main psychological parameter cd patient evaluated t,DISEASE,12404,12504
11940,brain behavior immunity,DISEASE,15002,15025
11955,depression anxiety,DISEASE,17672,17690
11956,depressive symptom diabetes herder,DISEASE,17800,17834
11957,depressive disorder,DISEASE,17835,17854
11958,amygdala depressivelike behavior,DISEASE,17926,17958
11961,stress depression,DISEASE,18578,18595
11968,epithelial cell damage,DISEASE,19809,19831
11981,drug numerous disease,DISEASE,20901,20922
11987,rheumatoid arthritis asthma,DISEASE,21569,21596
11988,fear common complication,DISEASE,21649,21673
11990,cellrelated disease banuelos,DISEASE,21771,21799
11995,cobmindex disease,DISEASE,21976,21993
12011,reduced bowel frequency related change form stool sixmonth period absent patient patient cd,DISEASE,24023,24114
12012,diarrhea abdominal pain,DISEASE,24123,24146
12017,stress disease,DISEASE,24798,24812
12028,respiratory sign fever,DISEASE,635,657
12045,ventilatorassociated pneumonia laryngeal stenosis,DISEASE,640,689
12046,derecruitment loss,DISEASE,790,808
12048,virus succumb disease,DISEASE,1001,1022
12054,derecruitment,DISEASE,1796,1809
12060,ciaglia blue rhino,DISEASE,2746,2764
12061,ciaglia blue rhino cook critical care bloomington illinois applied attending,DISEASE,2775,2851
12074,airway bleeding,DISEASE,5655,5670
12085,respiratory deterioration airway emergency low,DISEASE,7476,7522
12090,apnea apnea,DISEASE,8113,8124
12093,hypercapnia hypoxia,DISEASE,8456,8475
12106,nasopharyngitis,DISEASE,52,67
12107,sinusitis pharyngitis tonsillitis tracheitis epiglottitis common disease,DISEASE,80,152
12108,bacteria,DISEASE,214,222
12109,cough nasal congestion,DISEASE,361,383
12110,pain sneezing fever headache myalgia malaise,DISEASE,401,445
12116,cordoba argentina hospital admission uri increased child year age ci elderly year ci lag youth year adult year,DISEASE,6298,6408
12117,respiratory syncytial virus rsv asthma chronic obstructive pulmonary disease copd,DISEASE,7504,7585
12118,stroke copd coronary arteryrelated death,DISEASE,7822,7862
12122,reinfection severe acute respiratory syndrome coronavirus sarscov topic recent discussion data emerging literature antibody virus known,DISEASE,0,135
12140,covid reinfection,DISEASE,1782,1799
12142,acute respiratory syndrome coronavirus sarscov confers repeat,DISEASE,1901,1962
12143,infection coagulopathy,DISEASE,1963,1985
12146,chest xray unremarkable given clinical stability,DISEASE,2341,2389
12149,syncope,DISEASE,2645,2652
12152,rhythm holosystolic murmur lower left sternal border positive jugular venous distention,DISEASE,2829,2916
12153,lower extremity oedema,DISEASE,2965,2987
12158,obstructive clot acute thrombus,DISEASE,3403,3434
12159,obstructive,DISEASE,3440,3451
12162,acute decompensation,DISEASE,3774,3794
12165,cardiopulmonary arrest pulseless,DISEASE,3882,3914
12167,covid coagulopathy,DISEASE,4301,4319
12173,postcovid vte,DISEASE,4998,5011
12176,submassive,DISEASE,5404,5414
12177,extracranial bleeding,DISEASE,5487,5508
12180,coronavirus severe acute respiratory syndrome coronavirus sarscov transmitted mainly close contact inhalation,DISEASE,79,188
12197,hypertension dyslipidemia diabetes copd,DISEASE,5855,5894
12215,infectious disease pneumonia,DISEASE,8286,8314
12217,infected influenza virus b respiratory syncytial virus,DISEASE,8828,8882
12218,covid pulmonary impairment,DISEASE,9109,9135
12220,thrombotic hemorrhagic,DISEASE,9269,9291
12228,respiratory failure viral pneumonia,DISEASE,11891,11926
12233,herpes,DISEASE,437,443
12234,virus like epsteinbarr virus cytomegalovirus frequently described agent probably multiple immunologic feature,DISEASE,451,560
12239,organ damage hematological neurological macrophagemediated systemic inflammatory response best knowledge limited information clinical presentation,DISEASE,1244,1390
12242,synovitis,DISEASE,1746,1755
12243,hand edema,DISEASE,1765,1775
12247,polyarthralgia,DISEASE,1937,1951
12250,lupus articular hematologic cutaneous involvement meeting acreular criterion ana titer,DISEASE,2294,2380
12251,thrombocytopenia synovitis nonscarring alopecia,DISEASE,2381,2428
12252,covid presented fever myalgia asthenia,DISEASE,2444,2482
12255,thoracic abdomen pelvis ct mammography breast ultrasound laboratory test thoracic ct image showed multiple lymphadenopathy,DISEASE,2608,2730
12258,lupus articular cutaneous involvement meeting acreular criterion ana titer,DISEASE,2988,3062
12259,synovitis nonscarring alopecia hypocomplementemia,DISEASE,3063,3112
12260,asthenia dry cough,DISEASE,3159,3177
12262,asthenia,DISEASE,3307,3315
12264,histiocytic,DISEASE,3519,3530
12267,intrathoracic lymphadenopathy,DISEASE,3750,3779
12269,lupus mctd,DISEASE,4030,4040
12272,nonsuppurative noncaseating necrosis,DISEASE,4402,4438
12275,hemophagocytic lymphohistiocytosis acute phase macrophage circulating,DISEASE,4717,4786
12280,cutaneous lupus,DISEASE,5462,5477
12281,systemic lupus mrna vaccine,DISEASE,5496,5523
12285,glucocorticoidimmunosuppressive,DISEASE,6128,6159
12290,acute lung damage,DISEASE,364,381
12294,virusrelated disease,DISEASE,620,640
12305,kidney failure chronic hepatic disease,DISEASE,2316,2354
12306,diabetes cerebrovascular disease malignancy hematological disorder rheumatic disease,DISEASE,2390,2474
12309,diabetes hypertension cardiovascular disease dyslipidemia,DISEASE,2631,2688
12310,respiratory system disease,DISEASE,2689,2715
12323,infection lung injury,DISEASE,5782,5803
12329,stress impaired,DISEASE,6868,6883
12347,covid pneumoniarelated dyspnea nacetylcysteine,DISEASE,9653,9699
12355,lung adenocarcinoma common histologic subtype lung cancer,DISEASE,64,121
12358,adenomatous hyperplasia,DISEASE,487,510
12359,adenocarcinoma,DISEASE,515,529
12362,lung cancer aggression sila,DISEASE,1281,1308
12374,κvalue,DISEASE,7841,7847
12376,adenocarcinoma situ lesion,DISEASE,8929,8955
12377,carcinoma lung organ,DISEASE,10742,10762
12378,respiratory syndrome coronavirus sarscov million cumulative,DISEASE,83,142
12381,diabetes hypertension obesity heart disease,DISEASE,234,277
12382,immunosuppressed,DISEASE,291,307
12391,cognitive dysfunction,DISEASE,2475,2496
12392,status migrainosus,DISEASE,2534,2552
12399,gvhd,DISEASE,3761,3765
12408,trauma obesity,DISEASE,994,1008
12412,middleaged sttgma,DISEASE,1235,1252
12418,femoral neck subtrochanteric hip fracture,DISEASE,2034,2075
12420,presenting periprosthetic fracture,DISEASE,2119,2153
12421,chest aisc pelvis extremity aisext aside sex race aisext asaps score variable comprise lowenergy sttgma,DISEASE,2679,2782
12422,acute renal failure acute kidney injury,DISEASE,2954,2993
12423,infection decubitus ulcer urinary tract infection,DISEASE,3008,3057
12425,sepsis pneumonia acute respiratory failure myocardial infarction,DISEASE,3121,3185
12426,cardiac arrest stroke,DISEASE,3186,3207
12427,thrombus pulmonary embolism,DISEASE,3218,3245
12430,nonperiprosthetic hip fracture,DISEASE,4866,4896
12433,ota hip fracture,DISEASE,5229,5245
12434,intramedullary nail imn repaired long imn underwent hemiarthroplasty underwent total hip arthroplasty repaired closed reduction,DISEASE,5328,5455
12437,femur fracture ankle fracture tibia fracture,DISEASE,7658,7702
12442,injury injury,DISEASE,11421,11434
12444,middleaged geriatric hip fracture,DISEASE,12950,12983
12446,coinventors,DISEASE,13283,13294
12452,esi comorbid disease,DISEASE,3229,3249
12453,ambulance comorbid disease,DISEASE,3286,3312
12456,substance abuse disorder,DISEASE,4840,4864
12458,presence comorbid disease,DISEASE,6185,6210
12460,gastrointestinal cardiac complaint,DISEASE,6829,6863
12461,poisoning,DISEASE,6916,6925
12473,diabetes mellitus dm cardiovascular disease,DISEASE,176,219
12474,metabolic syndrome mets,DISEASE,275,298
12475,metabolic disorder,DISEASE,308,326
12477,mets,DISEASE,443,447
12480,covid sarscov metabolic syndrome,DISEASE,971,1003
12485,pulmonary disease hyperlipidaemia,DISEASE,1873,1906
12505,coronary artery disease copd chronic obstructive pulmonary disease,DISEASE,6177,6243
12508,hypertension hdl highdensity lipoprotein xie age gender race hospital site charlson comorbidity,DISEASE,6311,6406
12509,copd asthma,DISEASE,6457,6468
12510,cancer liver disease,DISEASE,6478,6498
12518,kidney disease cancer nonalcoholic fatty liver disease,DISEASE,6809,6863
12536,hyperlipidaemia,DISEASE,8770,8785
12546,dyslipidaemia obesity,DISEASE,9486,9507
12553,metabolic disease mets,DISEASE,10855,10877
12566,mets mets,DISEASE,12342,12351
12573,coronavirus sarscov infectious disease,DISEASE,354,392
12576,diabetes chronic respiratory disease cardiovascular disease cancer,DISEASE,947,1013
12578,decompensate,DISEASE,1178,1190
12579,ebola haemorrhagic fever,DISEASE,1475,1499
12581,cough muscle ache,DISEASE,1847,1864
12583,pneumonia covid infection,DISEASE,1893,1918
12585,pulmonary infiltration,DISEASE,2418,2440
12586,leftsided hemiparesis patient referred infectious disease,DISEASE,2457,2514
12606,wheezing,DISEASE,4500,4508
12619,cough breathing difficulty,DISEASE,5395,5421
12628,vary disease,DISEASE,6324,6336
12632,taste smell headache,DISEASE,6428,6448
12633,congestion runny nose nausea vomiting diarrhoea,DISEASE,6466,6513
12635,covid showed illness,DISEASE,6782,6802
12636,stroke diabetes chronic lung disease,DISEASE,6880,6916
12642,respiratory failureacute respiratory distress syndrome,DISEASE,7424,7478
12643,cardiomyopathy arrhythmia thromboembolism,DISEASE,7484,7525
12644,secondary bacterial fungal infection,DISEASE,7536,7572
12645,left hemiparesis,DISEASE,7654,7670
12650,covid replication virus early,DISEASE,8213,8242
12653,chest xray hospital day showed resolution initial shedding day remdesivir administration chest xray,DISEASE,8989,9088
12660,normocytic normochromic red blood cell polychromasia ample number,DISEASE,564,629
12661,schistocytes,DISEASE,641,653
12662,hemolytic,DISEASE,717,726
12669,microangiopathic hemolytic anemia thrombocytopenia neurological renal abnormality,DISEASE,1521,1602
12672,bone marrow suppression,DISEASE,1689,1712
12673,thrombotic thrombocytopenia thrombotic thrombocytopenic purpura hemolytic uremic syndrome,DISEASE,1777,1866
12674,vascular coagulation,DISEASE,1880,1900
12675,type congenital,DISEASE,1990,2005
12677,lupus erythematosus scleroderma,DISEASE,2156,2187
12680,pandemic coronavirus disease,DISEASE,2418,2446
12685,guillainbarre syndrome,DISEASE,2959,2981
12692,adverse effect sarscov covid vaccination scarce report adcovs vaccine reported symptom like bilateral lower leg edema shortness breath,DISEASE,3625,3759
12693,thrombotic thrombocytopenic,DISEASE,3760,3787
12694,microangiopathic thrombocytopenic thrombotic disorder,DISEASE,4343,4396
12696,programmed death,DISEASE,0,16
12699,autoimmunity cancer,DISEASE,328,347
12701,melanoma nonsmall cell lung cancer nsclc urothelial carcinoma bladder cancer,DISEASE,570,646
12702,pancancer,DISEASE,675,684
12704,mismatch repair deficiency,DISEASE,814,840
12705,atherosclerosis colitis hepatitis adrenocorticotropic hormone insufficiency hypothyroidism type diabetes mellitus acute kidney injury,DISEASE,1008,1141
12706,end cardiovascular complication,DISEASE,1142,1173
12707,adverse drug reaction,DISEASE,1220,1241
12708,myocarditis cardiovascular abnormality,DISEASE,1252,1290
12709,left ventricular dysfunction acute myocardial infarction,DISEASE,1300,1356
12710,cardiac arrhythmia heart failure cardiovascular complication,DISEASE,1361,1421
12712,heart failure acute myocardial infarction,DISEASE,1705,1746
12714,atrial flutter cancer,DISEASE,1767,1788
12716,heart failure myocardial infarction,DISEASE,2103,2138
12742,heart block takotsubo cardiomyopathy myocarditis pericarditis,DISEASE,7415,7476
12743,neurotoxic,DISEASE,7563,7573
12753,myocarditis heart failure myocarditis,DISEASE,8231,8268
12755,coronary toxicity,DISEASE,8389,8406
12773,cardiovascular comorbidities,DISEASE,10170,10198
12774,myocarditis myocarditis,DISEASE,10241,10264
12777,palpitation dyspnea fatigue,DISEASE,10383,10410
12778,atrioventricular block premature ventricular complex electrocardiogram pooled retrospective review trial including patient advanced,DISEASE,10449,10580
12790,acute respiratory syndrome corona virus sarscov member coronaviridae family believed able spread human reservoir like bat large genome member coronaviridae family great potential initiate new epidemic result gene mutation family virus morphologically known crown like protein spike envelope common symptom,DISEASE,138,443
12791,covid infection cough fever fatigue myalgia,DISEASE,444,487
12792,chest pain chest tightness diarrhea vomiting,DISEASE,540,584
12796,renal cardiac failure,DISEASE,686,707
12820,covid differentiating virus like hn hn hn influenza respiratory syncytial virus parainfluenza virus adenovirus sarscov merscov rtpcr test ctscan,DISEASE,3449,3593
12840,renal disorder,DISEASE,5312,5326
12844,brain stroke respiratory disease,DISEASE,5567,5599
12850,cardiac arrest multiorgan failure,DISEASE,6270,6303
12852,covid hypertensive,DISEASE,6421,6439
12869,covid hypertension,DISEASE,7680,7698
12875,cardiovascular disease respiratory disease diabetes,DISEASE,8212,8263
12878,coronaviruses severe acute respiratory syndrome coronavirus family sars cov merscov sarscov bind target cell,DISEASE,8472,8580
12888,covid compared normotensives came predictive factor identify patient poor outcome,DISEASE,9502,9583
12890,diabetes chronic kidney disorder,DISEASE,9624,9656
12896,hypertension diabetes coronary heart disease,DISEASE,4379,4423
12897,lung disease hepatopathy cerebrovascular disease malignancy,DISEASE,4432,4491
12901,v disease,DISEASE,5655,5664
12905,primary infection reinfection,DISEASE,9417,9446
12906,reinfection,DISEASE,9486,9497
12907,primary infection,DISEASE,9507,9524
12911,viral load nose throat,DISEASE,10406,10428
12915,gastrointestinal tract respiratory tract,DISEASE,12239,12279
12919,human infected time sarscov addition mentioned possibility possible reason reactivation subsequent positive retesting considered antibody dependent enhancement ade phenomenon phenomenon,DISEASE,12721,12906
12920,viral remnant failure immunity,DISEASE,13639,13669
12921,hip arthroplasty,DISEASE,111,127
12923,femoral implant fracture,DISEASE,362,386
12926,implant failure,DISEASE,849,864
12930,stem failure,DISEASE,2078,2090
12932,volume exeter v stem implanted study period extracted electronic operative database trust policy tha patient routinely followedup year incidence data calculated study represents minimum,DISEASE,2222,2407
